S2Sn_Cl_int0,4.801365439999993
S2W_H_int0,2.0896895974999854
MoS2_Tc_ads0,6.043423804999988
MoTe2_Te_ads1,2.0188652200000146
Te2W_Be_ads1,3.2260638650000035
MoSe2_Ru_ads1,4.2163123349999685
Te2W_Lu_int0,4.2114044050000015
NbS2_B_ads1,1.1171428375000083
S2Sn_Rh_ads0,3.1086509999999947
NbSe2_Os_ads0,8.288310070000014
S2W_Pt_ads2,3.6064450574999833
Se2W_Lu_ads1,2.7886018849999976
Se2W_Li_int0,3.636123819999967
NbS2_V_int4,2.936797249999996
MoS2_Cr_int3,5.0787617250000014
NbSe2_Sr_int0,6.3680150675000124
MoSe2_P_int2,6.795558159999981
MoTe2_Fe_int4,1.5830608600000016
CMo2O2_S_ads0,1.099743939999974
CNb2O2_Hf_ads2,5.936845359999976
As2_Mn_int1,1.728324572500009
BiITe_Re_int1,5.5395787200000015
As2_O_ads0,-1.0686945449999996
C3Nb4_C_int1,4.588115797499837
C3Nb4_Mo_ads2,6.103872839999955
Bi2I6_Xe_int3,1.8655754000000109
CMo2O2_N_int0,2.947791199999932
BiITe_Br_ads1,-1.1094771637499972
C2H2_Y_ads1,4.0643552500000375
Bi2I6_K_ads0,-2.657810099999991
C2H2_C_int1,7.533836067500045
CNb2O2_Zn_int0,9.631363690000024
CO2Ti2_Na_ads2,-3.0426706133332804
Hf2Te6_Co_ads2,4.058104284999988
Cr2I6_Pt_ads0,3.596986067500012
Cr2I6_O_int0,0.9477352050000007
H2Ge2_Ni_int1,5.166136155000002
H2Ge2_Hf_ads2,5.870392780000001
HfSe2_Al_int0,3.1700415925000125
HfS2_Tl_ads1,0.0021058249999974
Ge2_Zr_ads1,1.2811216850000005
Hf2Te6_Cs_int0,3.068107644999975
HfS2_Rb_int0,7.422942794999992
HfSe2_Ge_ads2,1.5527334650000089
Ge2_W_int1,-0.2645898249999963
CO2V2_Y_ads0,-0.9204415899999638
I2Pb_O_ads2,1.8571895549999908
CO2V2_Rh_int0,7.099883079999984
I2Pb_Xe_int1,7.1966988300000025
PtSe2_Rb_ads1,-0.6188595849999872
PtS2_P_ads1,2.715145279999998
MoSSe_Zr_ads1,4.030282365000032
P4_Ag_ads1,1.333131257499987
Pd2Se4_Rh_ads0,3.823929849999999
O2Ti_O_ads0,2.533546515000012
PtSe2_P_int1,3.3742312200000093
MoSSe_Zn_int3,4.101966170000047
Re4S8_Zr_ads1,4.46806190500004
P4_Tl_int1,1.799463864999975
NiSe2_Mo_int2,0.6802173600000039
Pd2Se4_Mg_int0,2.8091672250000075
Re4S8_Se_int2,4.7104300133333705
PtS2_Hf_int0,3.056463589999991
NiSe2_K_ads1,-1.0069264899999968
O2Ti_Te_int1,8.360590919999998
Se2Sn_Re_int0,4.45557256
S2Zr_Lu_int0,2.1508965049999977
S2Zr_Hg_ads0,0.1607504149999945
S2Ti_Mo_ads1,2.393305850000022
Re4Se8_Ni_int2,2.184746424999984
S2Ta_Tl_ads0,-0.2675267450000014
Re4Se8_Hf_ads1,5.260366749999973
S2Ta_Ag_int0,5.625861777500008
Se2Sn_Pd_ads1,1.3443123450000047
Se2Ta_C_int2,3.3808853574999898
Se2Ta_Ag_ads2,1.5432457075000072
S2Ti_Fe_int2,-0.5199258499999804
Sn2_Sn_ads1,0.0830331150000018
Te4W2_Hf_ads1,5.611454000000007
Se2Zr_Al_ads2,0.8193996324999939
Se4W2_B_ads2,3.846712977499944
Si2_Zr_int1,1.269940035000003
Se2Zr_Ni_int2,0.1106351749999969
Se4W2_Y_int3,6.029420119999973
Si2_Se_ads2,-1.108392196666665
Sn2_O_int0,1.5832908650000022
Te4W2_Mn_int4,2.4030171724999807
C3Nb4_Ti_int1,6.8851534949999165
C3Nb4_Ti_int2,8.982057374999814
CNb2O2_Re_ads0,7.08681764
NiSe2_Sc_int0,-6.177994215000008
MoS2_Mo_ads0,5.734953799999975
MoS2_S_ads0,0.5018507399999868
